"Population by Single Year of Age","Number"
"0",""
"Female","130"
"Male","118"
"1",""
"Female","117"
"Male","129"
"10",""
"Female","258"
"Male","248"
"11",""
"Female","203"
"Male","191"
"12",""
"Female","304"
"Male","254"
"13",""
"Female","239"
"Male","197"
"14",""
"Female","249"
"Male","240"
"15",""
"Female","271"
"Male","247"
"16",""
"Female","246"
"Male","242"
"17",""
"Female","238"
"Male","221"
"18",""
"Female","267"
"Male","232"
"19",""
"Female","188"
"Male","149"
"2",""
"Female","132"
"Male","135"
"20",""
"Female","219"
"Male","146"
"21",""
"Female","169"
"Male","126"
"22",""
"Female","178"
"Male","109"
"23",""
"Female","150"
"Male","70"
"24",""
"Female","161"
"Male","78"
"25",""
"Female","194"
"Male","77"
"26",""
"Female","161"
"Male","70"
"27",""
"Female","132"
"Male","58"
"28",""
"Female","141"
"Male","75"
"29",""
"Female","90"
"Male","53"
"3",""
"Female","153"
"Male","137"
"30",""
"Female","204"
"Male","86"
"31",""
"Female","87"
"Male","48"
"32",""
"Female","128"
"Male","60"
"33",""
"Female","72"
"Male","54"
"34",""
"Female","100"
"Male","41"
"35",""
"Female","188"
"Male","92"
"36",""
"Female","106"
"Male","48"
"37",""
"Female","90"
"Male","38"
"38",""
"Female","113"
"Male","60"
"39",""
"Female","100"
"Male","56"
"4",""
"Female","153"
"Male","199"
"40",""
"Female","228"
"Male","120"
"41",""
"Female","84"
"Male","43"
"42",""
"Female","120"
"Male","79"
"43",""
"Female","91"
"Male","65"
"44",""
"Female","84"
"Male","41"
"45",""
"Female","171"
"Male","86"
"46",""
"Female","79"
"Male","63"
"47",""
"Female","79"
"Male","75"
"48",""
"Female","104"
"Male","98"
"49",""
"Female","83"
"Male","68"
"5",""
"Female","161"
"Male","147"
"50",""
"Female","187"
"Male","121"
"51",""
"Female","89"
"Male","70"
"52",""
"Female","112"
"Male","97"
"53",""
"Female","72"
"Male","79"
"54",""
"Female","78"
"Male","58"
"55",""
"Female","131"
"Male","116"
"56",""
"Female","98"
"Male","68"
"57",""
"Female","100"
"Male","70"
"58",""
"Female","85"
"Male","82"
"59",""
"Female","82"
"Male","79"
"6",""
"Female","178"
"Male","134"
"60",""
"Female","193"
"Male","105"
"61",""
"Female","77"
"Male","68"
"62",""
"Female","85"
"Male","62"
"63",""
"Female","76"
"Male","77"
"64",""
"Female","53"
"Male","59"
"65",""
"Female","107"
"Male","86"
"66",""
"Female","41"
"Male","50"
"67",""
"Female","66"
"Male","65"
"68",""
"Female","64"
"Male","70"
"69",""
"Female","36"
"Male","37"
"7",""
"Female","165"
"Male","165"
"70",""
"Female","101"
"Male","86"
"71",""
"Female","34"
"Male","34"
"72",""
"Female","67"
"Male","54"
"73",""
"Female","40"
"Male","43"
"74",""
"Female","21"
"Male","30"
"75",""
"Female","60"
"Male","56"
"76",""
"Female","37"
"Male","31"
"77",""
"Female","28"
"Male","30"
"78",""
"Female","24"
"Male","34"
"79",""
"Female","17"
"Male","20"
"8",""
"Female","180"
"Male","179"
"80",""
"Female","42"
"Male","31"
"81",""
"Female","19"
"Male","20"
"82",""
"Female","19"
"Male","21"
"83",""
"Female","20"
"Male","14"
"84",""
"Female","28"
"Male","20"
"85",""
"Female","61"
"Male","62"
"9",""
"Female","180"
"Male","193"
