"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","59"
"Cow Dung","0"
"Electricity","4"
"Kerosene","26"
"LP Gas","126"
"Not stated","16"
"Others","0"
"Wood/Firewood","4074"
"Total","4305"
