"Population by Mother tongue","Number"
"Bahing",""
"Female","19"
"Male","21"
"Bantawa",""
"Female","5"
"Male","8"
"Chamling",""
"Female","6"
"Male","5"
"Gurung",""
"Female","5"
"Male","7"
"Khaling",""
"Female","427"
"Male","365"
"Kulung",""
"Female","29"
"Male","29"
"Limbu",""
"Female","4"
"Male","8"
"Magar",""
"Female","73"
"Male","72"
"Maithili",""
"Female","35"
"Male","74"
"Nachhiring",""
"Female","21"
"Male","24"
"Nepali",""
"Female","4334"
"Male","3898"
"Newar",""
"Female","83"
"Male","81"
"Not Reported",""
"Female","13"
"Male","16"
"Others",""
"Female","34"
"Male","43"
"Rai",""
"Female","18"
"Male","27"
"Sherpa",""
"Female","3423"
"Male","2947"
"Sunuwar",""
"Female","36"
"Male","31"
"Tamang",""
"Female","2078"
"Male","1869"
"Thulung",""
"Female","120"
"Male","94"
"Tibetan",""
"Female","9"
"Male","8"
