"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1"
"Cow Dung","0"
"Electricity","309"
"Kerosene","15"
"LP Gas","54"
"Not stated","16"
"Others","0"
"Wood/Firewood","4585"
"Total","4980"
