"Population by Five Years Age Group","Number"
"0-4",""
"Female","1017"
"Male","1001"
"10-14",""
"Female","1711"
"Male","1757"
"15-19",""
"Female","1643"
"Male","1475"
"20-24",""
"Female","1311"
"Male","905"
"25-29",""
"Female","969"
"Male","874"
"30-34",""
"Female","793"
"Male","600"
"35-39",""
"Female","724"
"Male","618"
"40-44",""
"Female","718"
"Male","625"
"45-49",""
"Female","641"
"Male","561"
"50-54",""
"Female","571"
"Male","565"
"55-59",""
"Female","406"
"Male","427"
"5-9",""
"Female","1331"
"Male","1377"
"60-64",""
"Female","382"
"Male","318"
"65-69",""
"Female","302"
"Male","274"
"70-74",""
"Female","249"
"Male","227"
"75+",""
"Female","274"
"Male","255"
