"Population by Religion","Number"
"Bahai","4"
"Bon","0"
"Buddism","10476"
"Christianity","388"
"Hindu","29680"
"Islam","19"
"Jainism","0"
"Kirat","70"
"Prakriti","5"
"Sikhism","0"
"Undefined","64"
"Total","40706"
