"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","110"
"Cow Dung","2"
"Electricity Fuel","3"
"KeroseneFuel","40"
"LP Gas","158"
"Not Sated about Fuel","73"
"OthersFuel","3"
"Wood/FireWood","7710"
"Total","8099"
