"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","688"
"Cow Dung","52"
"Electricity Fuel","6"
"KeroseneFuel","117"
"LP Gas","4091"
"Not Sated about Fuel","9"
"OthersFuel","19"
"Wood/FireWood","7548"
"Total","12530"
