"Population by Mother tongue","Number"
"Chamling",""
"Female","9"
"Male","8"
"","17"
"Doteli",""
"Female","21"
"Male","18"
"","39"
"Limbu",""
"Female","71"
"Male","67"
"","138"
"Magar",""
"Female","926"
"Male","908"
"","1834"
"Maithili",""
"Female","17631"
"Male","17306"
"","34937"
"Nepali",""
"Female","2640"
"Male","2567"
"","5207"
"Newar",""
"Female","75"
"Male","82"
"","157"
"Not Reported",""
"Female","176"
"Male","173"
"","349"
"Others",""
"Female","49"
"Male","31"
"","80"
"Rai",""
"Female","102"
"Male","92"
"","194"
"Sunuwar",""
"Female","25"
"Male","22"
"","47"
"Tamang",""
"Female","1126"
"Male","1074"
"","2200"
"Tharu",""
"Female","1031"
"Male","953"
"","1984"
"Urdu",""
"Female","137"
"Male","129"
"","266"
