"Population by Religion","Number"
"Bahai","2"
"Bon","0"
"Buddism","3395"
"Christianity","51"
"Hindu","42832"
"Islam","675"
"Jainism","1"
"Kirat","124"
"Prakriti","24"
"Sikhism","0"
"Undefined","345"
"Total","47449"
