"Population by Single Year of Age","Number"
"0",""
"Female","467"
"Male","470"
"1",""
"Female","411"
"Male","424"
"10",""
"Female","645"
"Male","666"
"11",""
"Female","543"
"Male","570"
"12",""
"Female","715"
"Male","699"
"13",""
"Female","609"
"Male","575"
"14",""
"Female","606"
"Male","579"
"15",""
"Female","607"
"Male","490"
"16",""
"Female","528"
"Male","509"
"17",""
"Female","482"
"Male","445"
"18",""
"Female","663"
"Male","480"
"19",""
"Female","437"
"Male","350"
"2",""
"Female","540"
"Male","551"
"20",""
"Female","522"
"Male","370"
"21",""
"Female","470"
"Male","317"
"22",""
"Female","595"
"Male","359"
"23",""
"Female","451"
"Male","299"
"24",""
"Female","442"
"Male","287"
"25",""
"Female","494"
"Male","329"
"26",""
"Female","435"
"Male","260"
"27",""
"Female","384"
"Male","244"
"28",""
"Female","466"
"Male","318"
"29",""
"Female","284"
"Male","169"
"3",""
"Female","550"
"Male","542"
"30",""
"Female","512"
"Male","310"
"31",""
"Female","216"
"Male","164"
"32",""
"Female","354"
"Male","266"
"33",""
"Female","239"
"Male","164"
"34",""
"Female","217"
"Male","165"
"35",""
"Female","438"
"Male","269"
"36",""
"Female","270"
"Male","192"
"37",""
"Female","191"
"Male","144"
"38",""
"Female","248"
"Male","212"
"39",""
"Female","196"
"Male","122"
"4",""
"Female","623"
"Male","589"
"40",""
"Female","464"
"Male","297"
"41",""
"Female","170"
"Male","128"
"42",""
"Female","257"
"Male","196"
"43",""
"Female","174"
"Male","127"
"44",""
"Female","155"
"Male","131"
"45",""
"Female","281"
"Male","232"
"46",""
"Female","153"
"Male","156"
"47",""
"Female","145"
"Male","142"
"48",""
"Female","195"
"Male","167"
"49",""
"Female","107"
"Male","87"
"5",""
"Female","607"
"Male","611"
"50",""
"Female","305"
"Male","244"
"51",""
"Female","107"
"Male","109"
"52",""
"Female","170"
"Male","189"
"53",""
"Female","105"
"Male","109"
"54",""
"Female","101"
"Male","96"
"55",""
"Female","204"
"Male","153"
"56",""
"Female","129"
"Male","112"
"57",""
"Female","126"
"Male","134"
"58",""
"Female","139"
"Male","136"
"59",""
"Female","107"
"Male","118"
"6",""
"Female","575"
"Male","597"
"60",""
"Female","237"
"Male","206"
"61",""
"Female","120"
"Male","104"
"62",""
"Female","112"
"Male","102"
"63",""
"Female","74"
"Male","63"
"64",""
"Female","64"
"Male","75"
"65",""
"Female","143"
"Male","108"
"66",""
"Female","57"
"Male","68"
"67",""
"Female","61"
"Male","60"
"68",""
"Female","93"
"Male","111"
"69",""
"Female","48"
"Male","51"
"7",""
"Female","561"
"Male","592"
"70",""
"Female","134"
"Male","96"
"71",""
"Female","25"
"Male","41"
"72",""
"Female","39"
"Male","64"
"73",""
"Female","38"
"Male","39"
"74",""
"Female","21"
"Male","26"
"75",""
"Female","65"
"Male","46"
"76",""
"Female","20"
"Male","32"
"77",""
"Female","22"
"Male","29"
"78",""
"Female","24"
"Male","37"
"79",""
"Female","23"
"Male","14"
"8",""
"Female","608"
"Male","636"
"80",""
"Female","48"
"Male","31"
"81",""
"Female","11"
"Male","14"
"82",""
"Female","16"
"Male","18"
"83",""
"Female","5"
"Male","12"
"84",""
"Female","15"
"Male","12"
"85",""
"Female","57"
"Male","37"
"9",""
"Female","573"
"Male","525"
