"Population by Five Years Age Group","Number"
"0-4",""
"Female","2591"
"Male","2576"
"10-14",""
"Female","3118"
"Male","3089"
"15-19",""
"Female","2717"
"Male","2274"
"20-24",""
"Female","2480"
"Male","1632"
"25-29",""
"Female","2063"
"Male","1320"
"30-34",""
"Female","1538"
"Male","1069"
"35-39",""
"Female","1343"
"Male","939"
"40-44",""
"Female","1220"
"Male","879"
"45-49",""
"Female","881"
"Male","784"
"50-54",""
"Female","788"
"Male","747"
"55-59",""
"Female","705"
"Male","653"
"5-9",""
"Female","2924"
"Male","2961"
"60-64",""
"Female","607"
"Male","550"
"65-69",""
"Female","402"
"Male","398"
"70-74",""
"Female","257"
"Male","266"
"75+",""
"Female","306"
"Male","282"
