"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","140"
"Cow Dung","2"
"Electricity Fuel","1"
"KeroseneFuel","4"
"LP Gas","113"
"Not Sated about Fuel","5"
"OthersFuel","1"
"Wood/FireWood","3514"
"Total","3780"
