"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","7"
"Cow Dung","12"
"Electricity","2"
"Kerosene","6"
"LP Gas","5"
"Not stated","32"
"Others","2"
"Wood/Firewood","5924"
"Total","5990"
