"Number of households by type of outer wall","Number"
"BambooWall","77039"
"Cement Bonded Bricks/Stone Wall","29495"
"Mud Bonded Bricks/Stone Wall","5330"
"Not stated","1693"
"Others","698"
"Unbaked Bricks","226"
"Wood/Planks","3448"
"Total","117929"
