"Population by Mother tongue","Number"
"Bajjika",""
"Female","6"
"Male","5"
"Bangla",""
"Female","96"
"Male","116"
"Bhojpuri",""
"Female","139"
"Male","135"
"Chamling",""
"Female","33"
"Male","26"
"Danuwar",""
"Female","766"
"Male","748"
"Doteli",""
"Female","149"
"Male","149"
"Gurung",""
"Female","15"
"Male","15"
"Hindi",""
"Female","325"
"Male","251"
"Hyolmo/Yholmo",""
"Female","8"
"Male","3"
"Khaling",""
"Female","4"
"Male","8"
"Lapcha",""
"Female","10"
"Male","14"
"Limbu",""
"Female","113"
"Male","108"
"Magahi",""
"Female","129"
"Male","103"
"Magar",""
"Female","2676"
"Male","2513"
"Maithili",""
"Female","280332"
"Male","265694"
"Meche",""
"Female","8"
"Male","7"
"Musalman",""
"Female","101"
"Male","97"
"Nepali",""
"Female","13726"
"Male","12990"
"Newar",""
"Female","629"
"Male","625"
"Not Reported",""
"Female","1404"
"Male","1369"
"Others",""
"Female","399"
"Male","238"
"Rai",""
"Female","333"
"Male","279"
"Rajsthani",""
"Female","191"
"Male","212"
"Sign Language",""
"Female","12"
"Male","14"
"Sunuwar",""
"Female","651"
"Male","614"
"Tamang",""
"Female","3100"
"Male","2959"
"Thami",""
"Female","6"
"Male","7"
"Tharu",""
"Female","8979"
"Male","8244"
"Uranw/Urau",""
"Female","443"
"Male","393"
"Urdu",""
"Female","12317"
"Male","10562"
"Wambule",""
"Female","16"
"Male","13"
