"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","5542"
"Christianity","42"
"Hindu","31197"
"Islam","8274"
"Jainism","0"
"Kirat","107"
"Prakriti","10"
"Sikhism","0"
"Undefined","256"
"Total","45428"
