"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","11"
"Cow Dung","4741"
"Electricity Fuel","1"
"KeroseneFuel","103"
"LP Gas","137"
"Not Sated about Fuel","93"
"OthersFuel","2"
"Wood/FireWood","3527"
"Total","8615"
