"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","2006"
"Cow Dung","49"
"Electricity","8"
"Kerosene","70"
"LP Gas","2361"
"Not stated","29"
"Others","16"
"Wood/Firewood","9084"
"Total","13623"
