"Population by Five Years Age Group","Number"
"0-4",""
"Female","2244"
"Male","2562"
"10-14",""
"Female","3309"
"Male","3514"
"15-19",""
"Female","3472"
"Male","3276"
"20-24",""
"Female","3281"
"Male","2254"
"25-29",""
"Female","3059"
"Male","1945"
"30-34",""
"Female","2567"
"Male","1818"
"35-39",""
"Female","2171"
"Male","1812"
"40-44",""
"Female","1876"
"Male","1747"
"45-49",""
"Female","1568"
"Male","1423"
"50-54",""
"Female","1378"
"Male","1397"
"55-59",""
"Female","1071"
"Male","1105"
"5-9",""
"Female","3021"
"Male","3003"
"60-64",""
"Female","934"
"Male","955"
"65-69",""
"Female","655"
"Male","701"
"70-74",""
"Female","498"
"Male","507"
"75+",""
"Female","687"
"Male","670"
