"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","220"
"Cow Dung","273"
"Electricity Fuel","1"
"KeroseneFuel","5"
"LP Gas","701"
"Not Sated about Fuel","14"
"OthersFuel","14"
"Wood/FireWood","5856"
"Total","7084"
