"Population by Five Years Age Group","Number"
"0-4",""
"Female","1276"
"Male","1288"
"10-14",""
"Female","1491"
"Male","1437"
"15-19",""
"Female","1212"
"Male","983"
"20-24",""
"Female","898"
"Male","598"
"25-29",""
"Female","718"
"Male","415"
"30-34",""
"Female","616"
"Male","360"
"35-39",""
"Female","511"
"Male","390"
"40-44",""
"Female","459"
"Male","365"
"45-49",""
"Female","431"
"Male","365"
"50-54",""
"Female","283"
"Male","334"
"55-59",""
"Female","269"
"Male","247"
"5-9",""
"Female","1463"
"Male","1487"
"60-64",""
"Female","308"
"Male","259"
"65-69",""
"Female","194"
"Male","196"
"70-74",""
"Female","118"
"Male","106"
"75+",""
"Female","97"
"Male","103"
