"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","18"
"Cow Dung","5"
"Electricity","0"
"Kerosene","8"
"LP Gas","9"
"Not stated","24"
"Others","1"
"Wood/Firewood","3488"
"Total","3553"
