"Population by Five Years Age Group","Number"
"0-4",""
"Female","1289"
"Male","1330"
"10-14",""
"Female","1224"
"Male","1184"
"15-19",""
"Female","917"
"Male","849"
"20-24",""
"Female","752"
"Male","723"
"25-29",""
"Female","694"
"Male","620"
"30-34",""
"Female","554"
"Male","489"
"35-39",""
"Female","487"
"Male","539"
"40-44",""
"Female","386"
"Male","446"
"45-49",""
"Female","306"
"Male","359"
"50-54",""
"Female","244"
"Male","319"
"55-59",""
"Female","181"
"Male","276"
"5-9",""
"Female","1489"
"Male","1536"
"60-64",""
"Female","251"
"Male","239"
"65-69",""
"Female","97"
"Male","110"
"70-74",""
"Female","52"
"Male","55"
"75+",""
"Female","39"
"Male","47"
