"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","27"
"Male","22"
"Brahman - Hill",""
"Female","1495"
"Male","1250"
"Chhetri",""
"Female","1787"
"Male","1488"
"Damai/Dholi",""
"Female","284"
"Male","227"
"Gharti/Bhujel",""
"Female","153"
"Male","135"
"Kami",""
"Female","324"
"Male","291"
"Kathabaniyan",""
"Female","5"
"Male","9"
"Kulung",""
"Female","153"
"Male","151"
"Limbu",""
"Female","3840"
"Male","3304"
"Magar",""
"Female","9"
"Male","7"
"Majhi",""
"Female","58"
"Male","33"
"Newar",""
"Female","130"
"Male","111"
"Others",""
"Female","15"
"Male","13"
"Rai",""
"Female","242"
"Male","210"
"Sanyasi/Dasnami",""
"Female","495"
"Male","375"
"Sarki",""
"Female","88"
"Male","85"
"Sunuwar",""
"Female","19"
"Male","8"
"Tamang",""
"Female","455"
"Male","402"
