"Population by Caste Ethinicity","Number"
"Badi",""
"Female","67"
"Male","73"
"","140"
"Brahman - Hill",""
"Female","521"
"Male","485"
"","1006"
"Chhetri",""
"Female","4337"
"Male","4285"
"","8622"
"Damai/Dholi",""
"Female","334"
"Male","326"
"","660"
"Dhobi",""
"Female","45"
"Male","55"
"","100"
"Kami",""
"Female","1166"
"Male","1089"
"","2255"
"Magar",""
"Female","288"
"Male","276"
"","564"
"Others",""
"Female","12"
"Male","9"
"","21"
"Sarki",""
"Female","62"
"Male","59"
"","121"
"Thakuri",""
"Female","894"
"Male","886"
"","1780"
