"Population by Mother tongue","Number"
"Achhami",""
"Female","3783"
"Male","2918"
"Bajureli",""
"Female","39"
"Male","31"
"Bhojpuri",""
"Female","4"
"Male","12"
"Dadeldhuri",""
"Female","36"
"Male","38"
"Dailekhi",""
"Female","488"
"Male","452"
"Doteli",""
"Female","715"
"Male","534"
"Gurung",""
"Female","14"
"Male","12"
"Hindi",""
"Female","116"
"Male","139"
"Jumli",""
"Female","21"
"Male","18"
"Magar",""
"Female","384"
"Male","327"
"Maithili",""
"Female","206"
"Male","212"
"Nepali",""
"Female","23261"
"Male","20141"
"Newar",""
"Female","15"
"Male","13"
"Others",""
"Female","26"
"Male","23"
"Santhali",""
"Female","14"
"Male","9"
"Sherpa",""
"Female","10"
"Male","10"
"Sign Language",""
"Female","13"
"Male","14"
"Tamang",""
"Female","17"
"Male","13"
"Tharu",""
"Female","10795"
"Male","10437"
"Urdu",""
"Female","60"
"Male","55"
