"Population by Single Year of Age","Number"
"0",""
"Female","639"
"Male","747"
"1",""
"Female","626"
"Male","654"
"10",""
"Female","1182"
"Male","1267"
"11",""
"Female","936"
"Male","995"
"12",""
"Female","1223"
"Male","1309"
"13",""
"Female","1023"
"Male","1076"
"14",""
"Female","1095"
"Male","1012"
"15",""
"Female","1019"
"Male","935"
"16",""
"Female","1034"
"Male","909"
"17",""
"Female","853"
"Male","734"
"18",""
"Female","1175"
"Male","954"
"19",""
"Female","711"
"Male","550"
"2",""
"Female","806"
"Male","921"
"20",""
"Female","1026"
"Male","672"
"21",""
"Female","663"
"Male","499"
"22",""
"Female","898"
"Male","651"
"23",""
"Female","670"
"Male","543"
"24",""
"Female","771"
"Male","561"
"25",""
"Female","1002"
"Male","705"
"26",""
"Female","673"
"Male","500"
"27",""
"Female","599"
"Male","467"
"28",""
"Female","806"
"Male","638"
"29",""
"Female","361"
"Male","302"
"3",""
"Female","925"
"Male","883"
"30",""
"Female","1066"
"Male","680"
"31",""
"Female","307"
"Male","257"
"32",""
"Female","579"
"Male","459"
"33",""
"Female","348"
"Male","276"
"34",""
"Female","346"
"Male","255"
"35",""
"Female","1108"
"Male","809"
"36",""
"Female","362"
"Male","303"
"37",""
"Female","230"
"Male","210"
"38",""
"Female","466"
"Male","369"
"39",""
"Female","215"
"Male","172"
"4",""
"Female","979"
"Male","1025"
"40",""
"Female","947"
"Male","697"
"41",""
"Female","208"
"Male","199"
"42",""
"Female","353"
"Male","282"
"43",""
"Female","227"
"Male","186"
"44",""
"Female","185"
"Male","151"
"45",""
"Female","697"
"Male","541"
"46",""
"Female","218"
"Male","198"
"47",""
"Female","167"
"Male","138"
"48",""
"Female","324"
"Male","248"
"49",""
"Female","120"
"Male","113"
"5",""
"Female","1001"
"Male","1078"
"50",""
"Female","614"
"Male","453"
"51",""
"Female","152"
"Male","150"
"52",""
"Female","205"
"Male","198"
"53",""
"Female","130"
"Male","118"
"54",""
"Female","94"
"Male","99"
"55",""
"Female","421"
"Male","338"
"56",""
"Female","153"
"Male","182"
"57",""
"Female","129"
"Male","124"
"58",""
"Female","170"
"Male","168"
"59",""
"Female","106"
"Male","117"
"6",""
"Female","1003"
"Male","1071"
"60",""
"Female","713"
"Male","475"
"61",""
"Female","113"
"Male","119"
"62",""
"Female","159"
"Male","138"
"63",""
"Female","99"
"Male","95"
"64",""
"Female","107"
"Male","84"
"65",""
"Female","353"
"Male","287"
"66",""
"Female","77"
"Male","85"
"67",""
"Female","67"
"Male","79"
"68",""
"Female","110"
"Male","127"
"69",""
"Female","47"
"Male","65"
"7",""
"Female","998"
"Male","977"
"70",""
"Female","293"
"Male","264"
"71",""
"Female","45"
"Male","65"
"72",""
"Female","58"
"Male","76"
"73",""
"Female","34"
"Male","48"
"74",""
"Female","22"
"Male","23"
"75",""
"Female","118"
"Male","122"
"76",""
"Female","32"
"Male","40"
"77",""
"Female","30"
"Male","17"
"78",""
"Female","38"
"Male","59"
"79",""
"Female","19"
"Male","17"
"8",""
"Female","1111"
"Male","1255"
"80",""
"Female","85"
"Male","80"
"81",""
"Female","16"
"Male","12"
"82",""
"Female","17"
"Male","14"
"83",""
"Female","12"
"Male","12"
"84",""
"Female","9"
"Male","13"
"85",""
"Female","73"
"Male","70"
"9",""
"Female","966"
"Male","974"
