"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","679"
"Cow Dung","11"
"Electricity","10"
"Kerosene","16"
"LP Gas","366"
"Not stated","78"
"Others","11"
"Wood/Firewood","13586"
"Total","14757"
