"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","29"
"Male","19"
"","48"
"Danuwar",""
"Female","73"
"Male","74"
"","147"
"Hindi",""
"Female","14"
"Male","13"
"","27"
"Magahi",""
"Female","396"
"Male","415"
"","811"
"Magar",""
"Female","29"
"Male","24"
"","53"
"Maithili",""
"Female","17814"
"Male","18507"
"","36321"
"Nepali",""
"Female","1283"
"Male","1185"
"","2468"
"Newar",""
"Female","135"
"Male","105"
"","240"
"Not Reported",""
"Female","36"
"Male","50"
"","86"
"Others",""
"Female","25"
"Male","15"
"","40"
"Rai",""
"Female","41"
"Male","43"
"","84"
"Sunuwar",""
"Female","15"
"Male","17"
"","32"
"Tamang",""
"Female","63"
"Male","55"
"","118"
"Tharu",""
"Female","71"
"Male","74"
"","145"
"Uranw/Urau",""
"Female","77"
"Male","74"
"","151"
"Urdu",""
"Female","551"
"Male","471"
"","1022"
