"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","19"
"Cow Dung","2370"
"Electricity Fuel","1"
"KeroseneFuel","63"
"LP Gas","565"
"Not Sated about Fuel","104"
"OthersFuel","32"
"Wood/FireWood","4621"
"Total","7775"
