"Population by Five Years Age Group","Number"
"0-4",""
"Female","1099"
"Male","1271"
"10-14",""
"Female","1903"
"Male","1728"
"15-19",""
"Female","1804"
"Male","1132"
"20-24",""
"Female","1291"
"Male","435"
"25-29",""
"Female","995"
"Male","337"
"30-34",""
"Female","815"
"Male","296"
"35-39",""
"Female","909"
"Male","341"
"40-44",""
"Female","841"
"Male","385"
"45-49",""
"Female","773"
"Male","400"
"50-54",""
"Female","768"
"Male","495"
"55-59",""
"Female","557"
"Male","439"
"5-9",""
"Female","1438"
"Male","1524"
"60-64",""
"Female","544"
"Male","439"
"65-69",""
"Female","473"
"Male","387"
"70-74",""
"Female","313"
"Male","329"
"75+",""
"Female","441"
"Male","441"
