"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","43"
"Cow Dung","89"
"Electricity","4"
"Kerosene","33"
"LP Gas","597"
"Not stated","94"
"Others","14"
"Wood/Firewood","29761"
"Total","30635"
