"Population by Five Years Age Group","Number"
"0-4",""
"Female","925"
"Male","961"
"10-14",""
"Female","1844"
"Male","1727"
"15-19",""
"Female","1539"
"Male","1312"
"20-24",""
"Female","972"
"Male","604"
"25-29",""
"Female","761"
"Male","464"
"30-34",""
"Female","614"
"Male","416"
"35-39",""
"Female","729"
"Male","493"
"40-44",""
"Female","722"
"Male","602"
"45-49",""
"Female","618"
"Male","548"
"50-54",""
"Female","512"
"Male","485"
"55-59",""
"Female","402"
"Male","385"
"5-9",""
"Female","1381"
"Male","1389"
"60-64",""
"Female","443"
"Male","350"
"65-69",""
"Female","333"
"Male","304"
"70-74",""
"Female","302"
"Male","261"
"75+",""
"Female","397"
"Male","340"
