"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","6"
"Male","5"
"Gurung",""
"Female","28"
"Male","15"
"Hyolmo/Yholmo",""
"Female","108"
"Male","102"
"Magar",""
"Female","939"
"Male","713"
"Maithili",""
"Female","12"
"Male","13"
"Majhi",""
"Female","33"
"Male","28"
"Nepali",""
"Female","7014"
"Male","6068"
"Newar",""
"Female","549"
"Male","456"
"Not Reported",""
"Female","75"
"Male","65"
"Others",""
"Female","7"
"Male","9"
"Sherpa",""
"Female","13"
"Male","7"
"Sunuwar",""
"Female","784"
"Male","698"
"Tamang",""
"Female","2925"
"Male","2404"
"Tharu",""
"Female","1"
"Male","32"
