"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","11"
"Cow Dung","6"
"Electricity","15"
"Kerosene","29"
"LP Gas","33"
"Not stated","55"
"Others","8"
"Wood/Firewood","4771"
"Total","4928"
