"Population by Caste Ethinicity","Number"
"Badi",""
"Female","335"
"Male","288"
"","623"
"Bangali",""
"Female","13"
"Male","9"
"","22"
"Brahman - Hill",""
"Female","6109"
"Male","5366"
"","11475"
"Chhetri",""
"Female","13236"
"Male","11649"
"","24885"
"Dalit Others",""
"Female","71"
"Male","77"
"","148"
"Damai/Dholi",""
"Female","2125"
"Male","1641"
"","3766"
"Dom",""
"Female","10"
"Male","10"
"","20"
"Gurung",""
"Female","104"
"Male","98"
"","202"
"Halwai",""
"Female","33"
"Male","35"
"","68"
"Kami",""
"Female","7208"
"Male","5761"
"","12969"
"Kayastha",""
"Female","9"
"Male","7"
"","16"
"Kurmi",""
"Female","12"
"Male","9"
"","21"
"Limbu",""
"Female","17"
"Male","16"
"","33"
"Lohar",""
"Female","272"
"Male","217"
"","489"
"Magar",""
"Female","1168"
"Male","1145"
"","2313"
"Musahar",""
"Female","7"
"Male","7"
"","14"
"Musalman",""
"Female","76"
"Male","73"
"","149"
"Newar",""
"Female","210"
"Male","182"
"","392"
"Others",""
"Female","73"
"Male","60"
"","133"
"Rai",""
"Female","52"
"Male","48"
"","100"
"Sanyasi/Dasnami",""
"Female","225"
"Male","180"
"","405"
"Sarki",""
"Female","678"
"Male","566"
"","1244"
"Tamang",""
"Female","153"
"Male","156"
"","309"
"Teli",""
"Female","8"
"Male","13"
"","21"
"Terai Others",""
"Female","55"
"Male","42"
"","97"
"Thakuri",""
"Female","1022"
"Male","920"
"","1942"
"Tharu",""
"Female","8056"
"Male","8030"
"","16086"
"Yadav",""
"Female","14"
"Male","18"
"","32"
"Yakkha",""
"Female","25"
"Male","19"
"","44"
