"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","902"
"Cow Dung","13"
"Electricity Fuel","9"
"KeroseneFuel","83"
"LP Gas","820"
"Not Sated about Fuel","90"
"OthersFuel","7"
"Wood/FireWood","12991"
"Total","14915"
