"Population by Mother tongue","Number"
"Achhami",""
"Female","1998"
"Male","1690"
"","3688"
"Baitadeli",""
"Female","239"
"Male","234"
"","473"
"Bajhangi",""
"Female","107"
"Male","100"
"","207"
"Bajureli",""
"Female","335"
"Male","308"
"","643"
"Bhojpuri",""
"Female","25"
"Male","21"
"","46"
"Dailekhi",""
"Female","4"
"Male","8"
"","12"
"Darchuleli",""
"Female","16"
"Male","22"
"","38"
"Doteli",""
"Female","25375"
"Male","21161"
"","46536"
"Gurung",""
"Female","41"
"Male","40"
"","81"
"Hindi",""
"Female","126"
"Male","168"
"","294"
"Kham",""
"Female","127"
"Male","111"
"","238"
"Magar",""
"Female","317"
"Male","309"
"","626"
"Maithili",""
"Female","73"
"Male","95"
"","168"
"Nepali",""
"Female","4518"
"Male","4304"
"","8822"
"Newar",""
"Female","12"
"Male","15"
"","27"
"Not Reported",""
"Female","18"
"Male","20"
"","38"
"Others",""
"Female","34"
"Male","26"
"","60"
"Rai",""
"Female","8"
"Male","10"
"","18"
"Tamang",""
"Female","29"
"Male","46"
"","75"
"Tharu",""
"Female","7974"
"Male","7954"
"","15928"
