"Population by Mother tongue","Number"
"Avadhi",""
"Female","607"
"Male","634"
"","1241"
"Bhojpuri",""
"Female","15821"
"Male","15968"
"","31789"
"Bhujel",""
"Female","41"
"Male","34"
"","75"
"Doteli",""
"Female","25"
"Male","35"
"","60"
"Maithili",""
"Female","1040"
"Male","986"
"","2026"
"Nepali",""
"Female","292"
"Male","289"
"","581"
"Newar",""
"Female","27"
"Male","30"
"","57"
"Not Reported",""
"Female","33"
"Male","33"
"","66"
"Others",""
"Female","23"
"Male","16"
"","39"
"Tharu",""
"Female","180"
"Male","182"
"","362"
"Urdu",""
"Female","441"
"Male","438"
"","879"
