"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","45"
"Cow Dung","4166"
"Electricity Fuel","5"
"KeroseneFuel","72"
"LP Gas","207"
"Not Sated about Fuel","40"
"OthersFuel","78"
"Wood/FireWood","1044"
"Total","5657"
