"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","28"
"Christianity","20"
"Hindu","29963"
"Islam","7155"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","51"
"Total","37217"
