"Number of households by type of outer wall","Number"
"BambooWall","450"
"Cement Bonded Bricks/Stone Wall","3127"
"Mud Bonded Bricks/Stone Wall","1232"
"Not Stated about Wall","46"
"Other Type Wall","687"
"Unbaked Bricks","62"
"Wood/Planks","53"
"Total","5657"
