"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","932"
"Male","874"
"","1806"
"Chhetri",""
"Female","4326"
"Male","3719"
"","8045"
"Dalit Others",""
"Female","21"
"Male","18"
"","39"
"Damai/Dholi",""
"Female","203"
"Male","174"
"","377"
"Ghale",""
"Female","35"
"Male","32"
"","67"
"Gharti/Bhujel",""
"Female","97"
"Male","80"
"","177"
"Gurung",""
"Female","272"
"Male","230"
"","502"
"Hajam/Thakur",""
"Female","2"
"Male","10"
"","12"
"Kalwar",""
"Female","31"
"Male","54"
"","85"
"Kami",""
"Female","334"
"Male","317"
"","651"
"Magar",""
"Female","449"
"Male","404"
"","853"
"Musalman",""
"Female","18"
"Male","39"
"","57"
"Newar",""
"Female","4524"
"Male","3848"
"","8372"
"Others",""
"Female","45"
"Male","52"
"","97"
"Rai",""
"Female","13"
"Male","6"
"","19"
"Sanyasi/Dasnami",""
"Female","26"
"Male","26"
"","52"
"Sarki",""
"Female","77"
"Male","57"
"","134"
"Sunuwar",""
"Female","36"
"Male","35"
"","71"
"Tamang",""
"Female","10099"
"Male","9558"
"","19657"
"Teli",""
"Female","1"
"Male","10"
"","11"
"Thakuri",""
"Female","259"
"Male","237"
"","496"
"Tharu",""
"Female","10"
"Male","22"
"","32"
"Yadav",""
"Female","2"
"Male","9"
"","11"
