"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","15"
"Male","10"
"Brahman - Hill",""
"Female","1206"
"Male","946"
"Chhantyal/Chhantel",""
"Female","222"
"Male","173"
"Chhetri",""
"Female","1264"
"Male","991"
"Damai/Dholi",""
"Female","371"
"Male","305"
"Gurung",""
"Female","27"
"Male","20"
"Kami",""
"Female","1429"
"Male","1043"
"Kisan",""
"Female","174"
"Male","133"
"Limbu",""
"Female","7"
"Male","7"
"Magar",""
"Female","3496"
"Male","2696"
"Majhi",""
"Female","4"
"Male","12"
"Newar",""
"Female","36"
"Male","23"
"Others",""
"Female","33"
"Male","34"
"Sanyasi/Dasnami",""
"Female","51"
"Male","35"
"Sarki",""
"Female","573"
"Male","473"
"Tamang",""
"Female","11"
"Male","16"
"Thakali",""
"Female","140"
"Male","116"
"Thakuri",""
"Female","113"
"Male","81"
