"Population by Five Years Age Group","Number"
"0-4",""
"Female","864"
"Male","852"
"10-14",""
"Female","1084"
"Male","1100"
"15-19",""
"Female","998"
"Male","846"
"20-24",""
"Female","849"
"Male","429"
"25-29",""
"Female","691"
"Male","319"
"30-34",""
"Female","537"
"Male","281"
"35-39",""
"Female","529"
"Male","282"
"40-44",""
"Female","458"
"Male","276"
"45-49",""
"Female","443"
"Male","318"
"50-54",""
"Female","407"
"Male","301"
"55-59",""
"Female","331"
"Male","331"
"5-9",""
"Female","982"
"Male","942"
"60-64",""
"Female","350"
"Male","275"
"65-69",""
"Female","244"
"Male","224"
"70-74",""
"Female","169"
"Male","167"
"75+",""
"Female","248"
"Male","207"
