"Population by Five Years Age Group","Number"
"0-4",""
"Female","1815"
"Male","1834"
"10-14",""
"Female","2445"
"Male","2380"
"15-19",""
"Female","2107"
"Male","2027"
"20-24",""
"Female","1620"
"Male","1274"
"25-29",""
"Female","1531"
"Male","1151"
"30-34",""
"Female","1301"
"Male","1003"
"35-39",""
"Female","1154"
"Male","984"
"40-44",""
"Female","935"
"Male","816"
"45-49",""
"Female","751"
"Male","829"
"50-54",""
"Female","593"
"Male","587"
"55-59",""
"Female","576"
"Male","588"
"5-9",""
"Female","2217"
"Male","2456"
"60-64",""
"Female","496"
"Male","503"
"65-69",""
"Female","328"
"Male","423"
"70-74",""
"Female","283"
"Male","318"
"75+",""
"Female","283"
"Male","282"
