"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","5"
"Cow Dung","0"
"Electricity Fuel","0"
"KeroseneFuel","2"
"LP Gas","4"
"Not Sated about Fuel","109"
"OthersFuel","0"
"Wood/FireWood","9480"
"Total","9600"
