"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","16778"
"Christianity","36"
"Hindu","5735"
"Islam","1"
"Jainism","0"
"Kirat","0"
"Prakriti","68"
"Sikhism","0"
"Undefined","94"
"Total","22712"
