"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","87"
"Cow Dung","1"
"Electricity Fuel","0"
"KeroseneFuel","15"
"LP Gas","43"
"Not Sated about Fuel","23"
"OthersFuel","2"
"Wood/FireWood","4705"
"Total","4876"
