"Number of households by type of outer wall","Number"
"BambooWall","2961"
"Cement Bonded Bricks/Stone Wall","810"
"Mud Bonded Bricks/Stone Wall","282"
"Not Stated about Wall","34"
"Other Type Wall","147"
"Unbaked Bricks","18"
"Wood/Planks","12"
"Total","4264"
