"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","10"
"Cow Dung","3916"
"Electricity Fuel","4"
"KeroseneFuel","32"
"LP Gas","28"
"Not Sated about Fuel","28"
"OthersFuel","131"
"Wood/FireWood","115"
"Total","4264"
