"Population by Single Year of Age","Number"
"0",""
"Female","299"
"Male","292"
"1",""
"Female","308"
"Male","284"
"10",""
"Female","644"
"Male","704"
"11",""
"Female","480"
"Male","482"
"12",""
"Female","643"
"Male","671"
"13",""
"Female","495"
"Male","510"
"14",""
"Female","555"
"Male","553"
"15",""
"Female","506"
"Male","491"
"16",""
"Female","563"
"Male","500"
"17",""
"Female","427"
"Male","394"
"18",""
"Female","577"
"Male","596"
"19",""
"Female","349"
"Male","269"
"2",""
"Female","364"
"Male","368"
"20",""
"Female","500"
"Male","384"
"21",""
"Female","308"
"Male","249"
"22",""
"Female","482"
"Male","348"
"23",""
"Female","287"
"Male","241"
"24",""
"Female","322"
"Male","250"
"25",""
"Female","537"
"Male","365"
"26",""
"Female","304"
"Male","219"
"27",""
"Female","299"
"Male","236"
"28",""
"Female","406"
"Male","322"
"29",""
"Female","174"
"Male","153"
"3",""
"Female","393"
"Male","413"
"30",""
"Female","674"
"Male","481"
"31",""
"Female","141"
"Male","114"
"32",""
"Female","313"
"Male","276"
"33",""
"Female","189"
"Male","153"
"34",""
"Female","178"
"Male","153"
"35",""
"Female","653"
"Male","570"
"36",""
"Female","194"
"Male","213"
"37",""
"Female","127"
"Male","128"
"38",""
"Female","253"
"Male","213"
"39",""
"Female","89"
"Male","108"
"4",""
"Female","412"
"Male","457"
"40",""
"Female","582"
"Male","621"
"41",""
"Female","90"
"Male","98"
"42",""
"Female","187"
"Male","193"
"43",""
"Female","114"
"Male","100"
"44",""
"Female","101"
"Male","117"
"45",""
"Female","433"
"Male","428"
"46",""
"Female","98"
"Male","103"
"47",""
"Female","86"
"Male","74"
"48",""
"Female","178"
"Male","154"
"49",""
"Female","80"
"Male","62"
"5",""
"Female","464"
"Male","496"
"50",""
"Female","393"
"Male","439"
"51",""
"Female","86"
"Male","87"
"52",""
"Female","138"
"Male","130"
"53",""
"Female","71"
"Male","83"
"54",""
"Female","69"
"Male","67"
"55",""
"Female","246"
"Male","240"
"56",""
"Female","94"
"Male","107"
"57",""
"Female","85"
"Male","79"
"58",""
"Female","91"
"Male","88"
"59",""
"Female","66"
"Male","53"
"6",""
"Female","475"
"Male","493"
"60",""
"Female","368"
"Male","336"
"61",""
"Female","68"
"Male","67"
"62",""
"Female","74"
"Male","91"
"63",""
"Female","52"
"Male","69"
"64",""
"Female","44"
"Male","41"
"65",""
"Female","209"
"Male","181"
"66",""
"Female","43"
"Male","51"
"67",""
"Female","52"
"Male","54"
"68",""
"Female","64"
"Male","84"
"69",""
"Female","29"
"Male","32"
"7",""
"Female","489"
"Male","486"
"70",""
"Female","194"
"Male","163"
"71",""
"Female","20"
"Male","27"
"72",""
"Female","36"
"Male","50"
"73",""
"Female","27"
"Male","29"
"74",""
"Female","18"
"Male","20"
"75",""
"Female","64"
"Male","78"
"76",""
"Female","11"
"Male","32"
"77",""
"Female","22"
"Male","19"
"78",""
"Female","52"
"Male","34"
"79",""
"Female","13"
"Male","13"
"8",""
"Female","562"
"Male","549"
"80",""
"Female","54"
"Male","62"
"81",""
"Female","6"
"Male","6"
"82",""
"Female","14"
"Male","8"
"83",""
"Female","6"
"Male","8"
"84",""
"Female","15"
"Male","17"
"85",""
"Female","72"
"Male","59"
"9",""
"Female","456"
"Male","455"
