"Population by Mother tongue","Number"
"Bajjika",""
"Female","2182"
"Male","2166"
"Bhojpuri",""
"Female","257"
"Male","267"
"Bhujel",""
"Female","40"
"Male","32"
"Bote",""
"Female","176"
"Male","182"
"Chamling",""
"Female","12"
"Male","10"
"Gurung",""
"Female","24"
"Male","25"
"Hindi",""
"Female","12"
"Male","9"
"Limbu",""
"Female","18"
"Male","10"
"Magar",""
"Female","2095"
"Male","1817"
"Maithili",""
"Female","2058"
"Male","2100"
"Majhi",""
"Female","232"
"Male","221"
"Nepali",""
"Female","8814"
"Male","8102"
"Newar",""
"Female","198"
"Male","173"
"Not Reported",""
"Female","47"
"Male","51"
"Others",""
"Female","29"
"Male","22"
"Rai",""
"Female","38"
"Male","29"
"Sanskrit",""
"Female","6"
"Male","10"
"Tamang",""
"Female","4217"
"Male","4019"
"Thulung",""
"Female","12"
"Male","7"
"Urdu",""
"Female","294"
"Male","301"
"Wambule",""
"Female","45"
"Male","40"
