"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","1244"
"Male","989"
"","2233"
"Chhetri",""
"Female","858"
"Male","700"
"","1558"
"Damai/Dholi",""
"Female","201"
"Male","159"
"","360"
"Gharti/Bhujel",""
"Female","73"
"Male","48"
"","121"
"Gurung",""
"Female","768"
"Male","620"
"","1388"
"Kami",""
"Female","865"
"Male","704"
"","1569"
"Magar",""
"Female","482"
"Male","412"
"","894"
"Newar",""
"Female","15"
"Male","12"
"","27"
"Others",""
"Female","13"
"Male","9"
"","22"
"Sarki",""
"Female","455"
"Male","345"
"","800"
"Thakuri",""
"Female","492"
"Male","394"
"","886"
