"Population by Five Years Age Group","Number"
"0-4",""
"Female","2226"
"Male","2254"
"10-14",""
"Female","2348"
"Male","2509"
"15-19",""
"Female","1840"
"Male","1881"
"20-24",""
"Female","1515"
"Male","1415"
"25-29",""
"Female","1394"
"Male","1459"
"30-34",""
"Female","1234"
"Male","1088"
"35-39",""
"Female","985"
"Male","1146"
"40-44",""
"Female","888"
"Male","855"
"45-49",""
"Female","698"
"Male","814"
"50-54",""
"Female","521"
"Male","625"
"55-59",""
"Female","528"
"Male","521"
"5-9",""
"Female","2626"
"Male","2800"
"60-64",""
"Female","492"
"Male","569"
"65-69",""
"Female","347"
"Male","380"
"70-74",""
"Female","262"
"Male","308"
"75+",""
"Female","202"
"Male","283"
