"Population by Mother tongue","Number"
"Avadhi",""
"Female","9020"
"Male","9935"
"Bhojpuri",""
"Female","13"
"Male","12"
"Doteli",""
"Female","6"
"Male","5"
"Hindi",""
"Female","6"
"Male","8"
"Kham",""
"Female","18"
"Male","16"
"Limbu",""
"Female","18"
"Male","13"
"Magar",""
"Female","523"
"Male","550"
"Maithili",""
"Female","225"
"Male","255"
"Nepali",""
"Female","3005"
"Male","2642"
"Newar",""
"Female","13"
"Male","14"
"Not Reported",""
"Female","22"
"Male","18"
"Others",""
"Female","15"
"Male","12"
"Tamang",""
"Female","6"
"Male","5"
"Tharu",""
"Female","2199"
"Male","2208"
"Urdu",""
"Female","3017"
"Male","3138"
