"Population by Caste Ethinicity","Number"
"Badi",""
"Female","19"
"Male","15"
"","34"
"Brahman - Hill",""
"Female","93"
"Male","116"
"","209"
"Chhetri",""
"Female","4873"
"Male","4223"
"","9096"
"Damai/Dholi",""
"Female","178"
"Male","152"
"","330"
"Kami",""
"Female","691"
"Male","605"
"","1296"
"Magar",""
"Female","2375"
"Male","2060"
"","4435"
"Musalman",""
"Female","42"
"Male","19"
"","61"
"Newar",""
"Female","78"
"Male","66"
"","144"
"Others",""
"Female","6"
"Male","8"
"","14"
"Sanyasi/Dasnami",""
"Female","308"
"Male","248"
"","556"
"Sarki",""
"Female","185"
"Male","162"
"","347"
"Thakuri",""
"Female","46"
"Male","45"
"","91"
"Tharu",""
"Female","4"
"Male","7"
"","11"
