"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1"
"Cow Dung","1"
"Electricity Fuel","2"
"KeroseneFuel","17"
"LP Gas","13"
"Not Sated about Fuel","13"
"OthersFuel","0"
"Wood/FireWood","3400"
"Total","3447"
