"Population by Single Year of Age","Number"
"0",""
"Female","311"
"Male","296"
"1",""
"Female","309"
"Male","346"
"10",""
"Female","422"
"Male","445"
"11",""
"Female","360"
"Male","380"
"12",""
"Female","460"
"Male","452"
"13",""
"Female","386"
"Male","406"
"14",""
"Female","444"
"Male","431"
"15",""
"Female","423"
"Male","432"
"16",""
"Female","419"
"Male","414"
"17",""
"Female","394"
"Male","381"
"18",""
"Female","430"
"Male","340"
"19",""
"Female","315"
"Male","251"
"2",""
"Female","298"
"Male","329"
"20",""
"Female","344"
"Male","226"
"21",""
"Female","291"
"Male","172"
"22",""
"Female","357"
"Male","235"
"23",""
"Female","259"
"Male","139"
"24",""
"Female","264"
"Male","157"
"25",""
"Female","337"
"Male","165"
"26",""
"Female","245"
"Male","150"
"27",""
"Female","231"
"Male","149"
"28",""
"Female","246"
"Male","184"
"29",""
"Female","164"
"Male","112"
"3",""
"Female","298"
"Male","279"
"30",""
"Female","321"
"Male","245"
"31",""
"Female","129"
"Male","110"
"32",""
"Female","204"
"Male","163"
"33",""
"Female","128"
"Male","93"
"34",""
"Female","108"
"Male","98"
"35",""
"Female","301"
"Male","228"
"36",""
"Female","165"
"Male","130"
"37",""
"Female","114"
"Male","98"
"38",""
"Female","183"
"Male","128"
"39",""
"Female","108"
"Male","102"
"4",""
"Female","309"
"Male","352"
"40",""
"Female","330"
"Male","212"
"41",""
"Female","118"
"Male","92"
"42",""
"Female","176"
"Male","158"
"43",""
"Female","128"
"Male","118"
"44",""
"Female","111"
"Male","80"
"45",""
"Female","315"
"Male","225"
"46",""
"Female","141"
"Male","112"
"47",""
"Female","125"
"Male","131"
"48",""
"Female","176"
"Male","131"
"49",""
"Female","137"
"Male","113"
"5",""
"Female","365"
"Male","418"
"50",""
"Female","251"
"Male","268"
"51",""
"Female","128"
"Male","106"
"52",""
"Female","142"
"Male","177"
"53",""
"Female","114"
"Male","122"
"54",""
"Female","105"
"Male","100"
"55",""
"Female","173"
"Male","155"
"56",""
"Female","99"
"Male","121"
"57",""
"Female","94"
"Male","104"
"58",""
"Female","99"
"Male","106"
"59",""
"Female","96"
"Male","82"
"6",""
"Female","362"
"Male","374"
"60",""
"Female","167"
"Male","170"
"61",""
"Female","89"
"Male","79"
"62",""
"Female","98"
"Male","102"
"63",""
"Female","82"
"Male","77"
"64",""
"Female","81"
"Male","82"
"65",""
"Female","132"
"Male","119"
"66",""
"Female","56"
"Male","67"
"67",""
"Female","92"
"Male","74"
"68",""
"Female","76"
"Male","96"
"69",""
"Female","46"
"Male","52"
"7",""
"Female","406"
"Male","396"
"70",""
"Female","101"
"Male","100"
"71",""
"Female","45"
"Male","42"
"72",""
"Female","65"
"Male","53"
"73",""
"Female","44"
"Male","47"
"74",""
"Female","26"
"Male","35"
"75",""
"Female","53"
"Male","69"
"76",""
"Female","32"
"Male","41"
"77",""
"Female","62"
"Male","44"
"78",""
"Female","69"
"Male","40"
"79",""
"Female","16"
"Male","15"
"8",""
"Female","387"
"Male","410"
"80",""
"Female","48"
"Male","45"
"81",""
"Female","15"
"Male","24"
"82",""
"Female","19"
"Male","19"
"83",""
"Female","10"
"Male","21"
"84",""
"Female","22"
"Male","19"
"85",""
"Female","87"
"Male","81"
"9",""
"Female","397"
"Male","385"
