"Population by Mother tongue","Number"
"Bahing",""
"Female","23"
"Male","16"
"Bantawa",""
"Female","366"
"Male","295"
"Bhojpuri",""
"Female","56"
"Male","48"
"Chamling",""
"Female","67"
"Male","55"
"Dumi",""
"Female","12"
"Male","20"
"Ghale",""
"Female","18"
"Male","14"
"Gurung",""
"Female","101"
"Male","111"
"Khaling",""
"Female","6"
"Male","5"
"Koyee",""
"Female","30"
"Male","24"
"Kulung",""
"Female","401"
"Male","356"
"Limbu",""
"Female","25"
"Male","18"
"Magar",""
"Female","317"
"Male","317"
"Maithili",""
"Female","13"
"Male","22"
"Mewahang",""
"Female","10"
"Male","14"
"Nachhiring",""
"Female","33"
"Male","35"
"Nepali",""
"Female","9634"
"Male","8542"
"Newar",""
"Female","599"
"Male","585"
"Not Reported",""
"Female","25"
"Male","16"
"Others",""
"Female","459"
"Male","433"
"Rai",""
"Female","223"
"Male","184"
"Sam",""
"Female","34"
"Male","29"
"Sampang",""
"Female","1348"
"Male","1191"
"Sherpa",""
"Female","430"
"Male","333"
"Sunuwar",""
"Female","43"
"Male","29"
"Tamang",""
"Female","2338"
"Male","2164"
"Tharu",""
"Female","11"
"Male","8"
"Thulung",""
"Female","59"
"Male","61"
