"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","7"
"Cow Dung","8"
"Electricity Fuel","1"
"KeroseneFuel","12"
"LP Gas","1"
"Not Sated about Fuel","20"
"OthersFuel","2"
"Wood/FireWood","2984"
"Total","3035"
