"Population by Mother tongue","Number"
"Jero/Jerung",""
"Female","27"
"Male","21"
"","48"
"Magar",""
"Female","1494"
"Male","1405"
"","2899"
"Maithili",""
"Female","22"
"Male","27"
"","49"
"Majhi",""
"Female","44"
"Male","36"
"","80"
"Nepali",""
"Female","5195"
"Male","4773"
"","9968"
"Newar",""
"Female","241"
"Male","199"
"","440"
"Others",""
"Female","7"
"Male","16"
"","23"
"Rai",""
"Female","17"
"Male","11"
"","28"
"Sunuwar",""
"Female","939"
"Male","904"
"","1843"
"Tamang",""
"Female","408"
"Male","379"
"","787"
"Wambule",""
"Female","431"
"Male","372"
"","803"
