"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","17"
"Cow Dung","0"
"Electricity Fuel","0"
"KeroseneFuel","11"
"LP Gas","74"
"Not Sated about Fuel","30"
"OthersFuel","3"
"Wood/FireWood","3374"
"Total","3509"
